Disease Name,Category,Symptoms,Severity,Causes
Multiple Sclerosis,Disease,"difficulty walking, pain, numbness, fatigue, vision problems",High,autoimmune response; genetic predisposition; environmental factors; viral infections
Epilepsy,Disease,"confusion, muscle pain, loss of consciousness, seizures, fatigue, convulsions, headache",Medium,genetic factors; brain injury; infection; stroke; brain tumors
Eosinophilic Esophagitis,Disease,"food impaction, chest pain, difficulty swallowing, abdominal pain",Low,eosinophil accumulation; allergic inflammation; genetic factors; environmental allergens
Sleep-Related Painful Erections,Disorder,"during REM sleep, painful erections, arousal from sleep, nocturnal",Medium,unknown; neurological conditions; vascular problems; medications
Sudden Infant Death Syndrome,Disease,"unexpected death, autopsy findings, no prior symptoms",High,unknown; brain abnormalities; respiratory issues; overheating; prone sleeping
Monkeypox,Virus,"fatigue, swollen lymph nodes, rash, fever, muscle aches",Low,Monkeypox virus; contact with infected animals; human-to-human transmission
Rheumatoid Arthritis,Disease,"fever, morning stiffness, joint pain, swelling",High,autoimmune response; genetic factors; environmental triggers; hormonal factors
Eating Disorders,Disorder,"abnormal eating patterns, gastrointestinal issues, weight abnormalities, electrolyte imbalances, body image distortion",Medium,psychological factors; societal pressures; genetic predisposition; neurochemical imbalances
Gastroesophageal Reflux Disease,Disease,"regurgitation, heartburn, bad breath, chest pain",Low,lower esophageal sphincter weakness; hiatal hernia; obesity; pregnancy; smoking
Primary Immunodeficiencies,Disease,"chronic diarrhea, skin rashes, recurrent infections, autoimmune disorders, failure to thrive",High,genetic mutations; immune system defects; various inheritance patterns
Unspecified Sleep-Wake Disorder,Disorder,"sleep-wake disturbance, sleep disturbance, diagnostic uncertainty, insufficient information, daytime impairment, symptoms present",Low,unknown; multiple possible factors; awaiting further evaluation
Glaucoma,Disease,"halos around lights, nausea, tunnel vision, gradual vision loss, eye pain",High,increased eye pressure; aging; family history; eye injury; medical conditions
Alzheimer's Disease,Disease,"confusion, disorientation, difficulty with familiar tasks, memory loss",High,genetic factors; age; family history; head trauma; cardiovascular disease
Frostbite,Disease,"amputation risk, hard or waxy skin, gangrene, blistering, white or grayish skin, numbness",High,extreme cold exposure; wind chill; inadequate clothing; poor circulation
Illness Anxiety Disorder,Disorder,"somatic symptoms, functional impairment, health anxiety, illness preoccupation",Low,genetic factors; learned behavior; stress; medical experiences
Coronary Artery Disease,Disease,"nausea, shortness of breath, dizziness, fatigue, chest pain",Medium,atherosclerosis; high cholesterol; hypertension; smoking; diabetes; family history
Ménière's Disease,Disease,"nausea, ear fullness, vomiting, tinnitus, hearing loss, vertigo",Medium,endolymphatic hydrops; genetic factors; viral infection; autoimmune response
Endocrine Disorders,Disease,"electrolyte imbalances, growth abnormalities, organ dysfunction, reproductive problems, metabolic disturbances, hormonal imbalances",Medium,glandular dysfunction; genetic mutations; autoimmune disorders; tumors
Influenza,Virus,"headache, runny nose, sore throat, fatigue, cough, body aches, loss of appetite, muscle weakness, fever",Medium,Influenza A virus; Influenza B virus; seasonal transmission; airborne droplets
Osteoarthritis,Disease,"reduced range of motion, crepitus, joint pain, swelling, stiffness",Low,wear and tear; aging; joint injury; obesity; genetic factors
Sparganosis,Parasite,"fever, neurological symptoms, migratory lesions, painful swelling, eosinophilia",Medium,Spirometra species; contaminated water; raw frog/snake meat; copepod intermediate hosts
Central Disorders of Hypersomnolence,Disorder,"sleep inertia, long sleep duration, cataplexy, hypnagogic hallucinations, sleep paralysis, excessive sleepiness",Medium,idiopathic; neurological conditions; medications; substance use
Hodgkin's Lymphoma,Disease,"weight loss, fever, itching, night sweats, enlarged lymph nodes",Medium,Reed-Sternberg cells; EBV association; genetic factors; immune suppression
Gastrointestinal Disorders,Disease,"nausea, abdominal pain, vomiting, constipation",High,infections; inflammation; motility disorders; malabsorption; tumors
Impulse Control Disorders,Disorder,"urges, loss of control, pleasure during act, impulsive behaviors",Low,genetic factors; brain chemistry; stress; trauma; substance use
Renal Disorders,Disease,"proteinuria, fatigue, hypertension, electrolyte imbalances, edema, uremia, hematuria",Low,diabetes; hypertension; glomerulonephritis; polycystic disease; infections
Middle East Respiratory Syndrome,Virus,"cough, diarrhea, nausea, shortness of breath, fever",High,MERS-CoV virus; contact with infected camels; nosocomial transmission
Gonorrhea,Bacteria,"nausea, painful urination, discharge, pelvic pain",Low,Neisseria gonorrhoeae; sexual transmission; asymptomatic carriers
Rheumatoid Arthritis,Disease,"fatigue, swelling, morning stiffness, weight loss, nodules under skin, joint pain, fever",High,autoimmune response; genetic factors; environmental triggers; hormonal factors
Appendicitis,Disease,"nausea, abdominal pain, vomiting, constipation",High,appendix obstruction; infection; fecal matter; foreign bodies
Anxiety Disorder,Disorder,"rapid heartbeat, excessive worry, difficulty concentrating, sweating, restlessness, weakness",Medium,genetic factors; brain chemistry; stress; trauma; caffeine; medical conditions
Syphilis,Bacteria,"rash, swollen lymph nodes, joint pain, fatigue, chancre sore",Low,Treponema pallidum; sexual contact; congenital transmission
Ancylostomiasis,Parasite,"abdominal pain, protein deficiency, fatigue, diarrhea, anemia",Medium,Ancylostoma duodenale; skin penetration; contaminated soil; barefoot walking
Migraine,Disease,"sensitivity to light, nausea, neck stiffness, severe headache",Medium,genetic factors; hormonal changes; stress; certain foods; environmental triggers
Inborn Errors of Metabolism,Disease,"neurological deterioration, failure to thrive, seizures, organ dysfunction, developmental delay",High,enzyme deficiencies; genetic mutations; metabolic pathway defects
Dermatological Disorders,Disease,"pigmentation changes, itching, rashes, skin abnormalities",Low,immune disorders; genetic factors; infections; environmental exposures
Measles,Virus,"fatigue, fever, rash, cough, runny nose",Medium,Measles virus; airborne droplets; unvaccinated populations
Pertussis,Bacteria,"severe coughing fits, whooping sound, runny nose, fever",High,Bordetella pertussis; respiratory droplets; close contact
Pancreatic Disorders,Disease,"abdominal pain, nausea, steatorrhea, diarrhea, weight loss",Medium,chronic pancreatitis; cystic fibrosis; alcohol abuse; autoimmune disorders
Vitamin B12 Deficiency,Disease,"weakness, difficulty walking, memory problems, fatigue, tingling in hands/feet",Medium,inadequate dietary intake; pernicious anemia; malabsorption; vegan diet; aging
Shift Work Sleep Disorder,Disorder,"fatigue, insomnia, mood disturbances, cardiovascular problems, excessive sleepiness, gastrointestinal problems",Medium,shift work; circadian rhythm disruption; inadequate sleep opportunity
Other Specified Insomnia Disorder,Disorder,"not meeting full criteria, insomnia symptoms, context-specific, specific circumstances, daytime impairment, sleep disturbance",Low,stress; medical conditions; medications; environmental factors
Circadian Rhythm Sleep Disorders,Disorder,"sleep timing problems, excessive sleepiness, insomnia, delayed sleep phase, advanced sleep phase",Low,disruption of circadian rhythm; travel; shift work; genetic factors
Personality Disorders,Disorder,"relationship instability, impulsivity, interpersonal difficulties, emotional dysregulation, rigid personality traits, maladaptive coping, identity problems",Medium,childhood experiences; genetic factors; environmental influences; attachment issues
Chronic Kidney Disease,Disease,"difficulty concentrating, itchy skin, fatigue, sleep problems, swelling, poor appetite, muscle cramps",High,diabetes; hypertension; glomerulonephritis; polycystic kidney disease; prolonged obstruction
Bronchitis,Disease,"cough, fever, mucus production, wheezing, fatigue, chest discomfort",Medium,viral infection; bacterial infection; smoking; air pollution; allergies
Appendicitis,Disease,"diarrhea, vomiting, nausea, loss of appetite, abdominal pain",High,appendix obstruction; infection; fecal matter; foreign bodies
Shift Work Sleep Disorder,Disorder,"gastrointestinal problems, fatigue, excessive sleepiness, cardiovascular problems, insomnia, mood disturbances",Medium,shift work; circadian rhythm disruption; inadequate sleep opportunity
Anxiety Disorder,Disorder,"sweating, excessive worry, rapid heartbeat, difficulty concentrating, restlessness",Low,genetic factors; brain chemistry; stress; trauma; caffeine; medical conditions
Degenerative Disorders,Disease,"organ dysfunction, neurological symptoms, functional decline, progressive deterioration, cognitive impairment",High,aging processes; genetic factors; environmental exposures; lifestyle factors
Dementia,Disease,"memory loss, poor judgment, personality changes, confusion, difficulty with familiar tasks",High,Alzheimer's disease; vascular dementia; Lewy body dementia; frontotemporal dementia
Surgical Site Infection,Disease,"swelling, warmth, pain, redness, drainage",High,skin flora contamination; poor surgical technique; immune suppression; diabetes
Scleroderma,Disease,"Raynaud's phenomenon, heart problems, joint pain, shortness of breath, skin thickening",High,autoimmune response; genetic factors; environmental triggers; vascular abnormalities
Babesiosis,Parasite,"fever, hemolytic anemia, fatigue, muscle pain, sweating, chills",Medium,Babesia parasites; tick bites; blood transfusion; congenital transmission
Channelopathies,Disease,"cardiac arrhythmias, neurological symptoms, paralysis, periodic paralysis, myotonia, muscle weakness",Low,ion channel mutations; genetic defects; various inheritance patterns
Fungal Endocarditis,Fungus,"embolic events, heart murmur, petechiae, fever, immune suppression, weight loss, mycotic aneurysms",High,Candida species; Aspergillus species; immune deficiency; prosthetic valves
Psoriasis,Disease,"dry skin, itchy skin, silvery scales, red patches",Low,immune system dysfunction; genetic factors; stress; infection; medication
Drug Allergy,Disease,"itching, difficulty breathing, hives, nausea, rash, fever, anaphylaxis",Medium,immune response to medication; previous sensitization; cross-reactivity; genetic factors
Hepatobiliary Disorders,Disease,"jaundice, abdominal pain, dark urine, itching, fatigue",Medium,viral infections; alcohol abuse; autoimmune disorders; metabolic disorders
Scleroderma,Disease,"joint pain, difficulty swallowing, skin thickening, Raynaud's phenomenon, shortness of breath, heart problems",Medium,autoimmune response; genetic factors; environmental triggers; vascular abnormalities
Irritable Bowel Syndrome,Disease,"abdominal pain, bloating, constipation, gas, fatigue",Low,abnormal gut motility; visceral hypersensitivity; stress; diet; infection
