Disease Name,Category,Symptoms,Severity,Causes
Chlamydia,Bacteria,ascariasis; sore throat; pelvic pain; rectal pain; frequent urination; testicular pain; painful urination; plantar fasciitis; abnormal discharge,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
E. coli Infection,Bacteria,fever; abdominal pain; severe diarrhea; painful urination; fatigue; bloody diarrhea; angiostrongyliasis; vomiting,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Chronic Fatigue Syndrome,Disorder,itching; sleep problems; severe fatigue; sore throat; cognitive issues; pain; post-exertional malaise,Medium,Viral infections; Immune system issues; Hormonal imbalances; Stress; Genetic factors
Hepatitis B,Virus,macracanthorhynchus; goiter; nausea; abdominal pain; jaundice; dark urine; loss of appetite,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Anxiety Disorder,Disease,irritability; muscle tension; bad breath; excessive worry; hypoglycemia; restlessness; difficulty concentrating; fatigue,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Dyslexia,Disorder,slow reading speed; phonological awareness issues; gnathostomiasis; poor comprehension; meningitis; reading difficulties; spelling problems,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Dyslexia,Disorder,poor comprehension; slow reading speed; reading difficulties; spelling problems; pituitary disorders; letter reversal; phonological awareness issues,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Schizophrenia,Disorder,cognitive difficulties; negative symptoms; emotional flatness; pyelonephritis; delusions; hallucinations,High,Genetic factors; Brain chemistry; Brain structure; Stress; Drug use; Prenatal complications
Measles,Virus,heart block; red eyes; runny nose; angiostrongyliasis; white spots in mouth; hyperthyroidism; cough; rash,High,Measles virus; Airborne transmission; Unvaccinated exposure
Irritable Bowel Syndrome,Disorder,bloating; congenital heart disease; depression; gas; abdominal pain; diarrhea; mucus in stool; constipation,Medium,Gut-brain axis dysfunction; Infections; Food intolerances; Stress; Genetic factors; Gut microbiota changes
Ebola,Virus,muscle pain; hemorrhage; edema; vomiting; severe headache; fever; diarrhea; weakness,High,Ebola virus; Contact with infected body fluids; Animal transmission
Post-Traumatic Stress Disorder,Disorder,irritability; oligarthrus; hypervigilance; flashbacks; nightmares; emotional numbness; moniliformis,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Leprosy,Bacteria,eye problems; muscle weakness; oligarthrus; numbness; enlarged nerves; chronic nasal congestion; jaundice,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Measles,Virus,white spots in mouth; bundle branch block; red eyes; runny nose; cough; fever; rash; prosthenorchis; frequent urination,High,Measles virus; Airborne transmission; Unvaccinated exposure
Attention Deficit Hyperactivity Disorder,Disorder,difficulty following instructions; peripheral artery disease; forgetfulness; fractures; hyperactivity; disorganization;  paragonimiasis,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Tourette Syndrome,Disorder,attention difficulties; hypertrophic cardiomyopathy; obsessive behaviors; involuntary movements; involuntary sounds; vocal tics; motor tics; malaria,Medium,Genetic factors; Brain chemistry; Environmental factors; Complications during pregnancy; Infections
Sleep Apnea,Disorder,daytime sleepiness; difficulty concentrating; dry mouth; myasthenia gravis; loud snoring; cardiomyopathy; goiter; morning headaches; irritability,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Dyslexia,Disorder,phonological awareness issues; slow reading speed; reading difficulties; poor comprehension; letter reversal; spelling problems,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Alzheimer's Disease,Disease,difficulty with familiar tasks; difficulty with problem-solving; confusion; blood in urine; memory loss; mood changes; disorientation,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Hepatitis B,Virus,loss of appetite; abdominal pain; nausea; easy bruising; jaundice; fatigue,High,Hepatitis B virus; Blood contact; Sexual transmission; Mother-to-child
Depression,Disease,persistent sadness; gangrene; sleep changes; loss of interest; tinnitus; appetite changes; difficulty concentrating,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Botulism,Bacteria,autoimmune diseases; difficulty swallowing; double vision; blurred vision; muscle weakness; linstowia; drooping eyelids,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Salmonella,Bacteria,fever; vomiting; nausea; diarrhea; rhabdomyolysis; headache,Medium,Salmonella bacteria; Contaminated food; Undercooked poultry/eggs; Poor food handling
Rubella,Virus,runny nose; fever; rash; Raynaud phenomenon; swollen lymph nodes; headache; joint pain; tremors; ascites,Medium,Rubella virus; Airborne transmission; Congenital transmission
Hepatitis C,Virus,peripheral artery disease; loss of appetite; joint pain; fatigue; heart palpitations; abdominal pain; ascites,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Gonorrhea,Bacteria,abnormal discharge; painful urination; testicular pain; sore throat; melena; pericarditis,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Urinary Tract Infection,Bacteria,frequent urination; burning sensation; fever; leukopenia; neck pain; strong urine odor; cloudy urine; pelvic pain,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Autism Spectrum Disorder,Disorder,phlebitis; sensory sensitivities; restricted interests; parkinsonism; social communication difficulties; repetitive behaviors; delayed language development,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Sickle Cell Anemia,Disorder,jaundice; delayed growth; fatigue; pain crises; shortness of breath; loss of libido; frequent infections; epilepsy,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Eating Disorders,Disorder,purging; thrombocytopenia; obsession with food; body image distortion; emphysema; restrictive eating,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Strep Throat,Bacteria,white patches on tonsils; sore throat; difficulty swallowing; rash; fever; brugada syndrome; swollen lymph nodes,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Gonorrhea,Bacteria,painful urination; rectal pain; acromegaly; abnormal discharge; testicular pain; pelvic pain,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Coronary Artery Disease,Disease,dizziness; nausea; fatigue; chest pain; sweating; allergies,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Migraine,Disease,sensitivity to sound; sensitivity to light; nausea; aura; severe headache; electrolyte imbalances; vomiting,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Epilepsy,Disease,convulsions; seizures; confusion; headache; fatigue; loss of consciousness; varicose veins,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Dengue,Virus,severe headache; high fever; muscle pain; pain behind eyes; thrombocytosis; joint pain; rash; bleeding,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
HIV/AIDS,Virus,swollen lymph nodes; taeniasis; night sweats; persistent cough; numbness; varicose veins; weight loss; fever; fatigue,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Migraine,Disease,sensitivity to light; deep vein thrombosis; nausea; severe headache; aura; stilesia; sensitivity to sound,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Coronary Artery Disease,Disease,nausea; shortness of breath; chest pain; dizziness; sweating; fatigue,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Gonorrhea,Bacteria,abnormal discharge; rectal pain; taenia; testicular pain; painful urination; pelvic pain,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
Post-Traumatic Stress Disorder,Disorder,irritability; echinococcosis; hypervigilance; flashbacks; avoidance; moniliformis,High,Traumatic events; Severe stress; Genetic factors; Brain chemistry changes; Lack of social support
Bipolar Disorder,Disorder,sleep disturbances; depression; mania; irritability; alveococcus; acute renal failure; impulsivity,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Rheumatoid Arthritis,Disease,joint pain; fever; joint stiffness; loss of appetite; migraine; fatigue; joint swelling,Medium,Autoimmune disorder; Genetic factors; Environmental triggers; Hormonal factors; Infections
Leprosy,Bacteria,eye problems; numbness; skin lesions; muscle weakness; enlarged nerves; atelectasis,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Restless Legs Syndrome,Disorder,daytime fatigue; worse at night; taeniasis; choanotaenia; difficulty concentrating; sleep disturbances,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Attention Deficit Hyperactivity Disorder,Disorder,inattention; skin rash; choanotaenia; difficulty following instructions; forgetfulness; impulsivity; disorganization; pituitary disorders,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Autism Spectrum Disorder,Disorder,repetitive behaviors; sensory sensitivities; cryptosporidiosis; delayed language development; hepatitis; social communication difficulties; coughing up blood; restricted interests,Medium,Genetic factors; Environmental factors; Prenatal exposure; Complications during pregnancy; Advanced parental age
Urinary Tract Infection,Bacteria,cloudy urine; burning sensation; fever; bronchitis; pelvic pain; dialysis; strong urine odor,Medium,E. coli bacteria; Poor hygiene; Sexual activity; Catheter use
Dengue,Virus,vision changes; rash; joint pain; bleeding; high fever; severe headache; muscle pain,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Irritable Bowel Syndrome,Disorder,loss of libido; mucus in stool; diarrhea; bloating; constipation; abdominal pain; eczema,Medium,Gut-brain axis dysfunction; Infections; Food intolerances; Stress; Genetic factors; Gut microbiota changes
Sleep Apnea,Disorder,difficulty concentrating; loud snoring; respiratory acidosis; allergies; dry mouth; irritability; morning headaches; daytime sleepiness,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Anthrax,Bacteria,nausea; fatigue; shortness of breath; skin rash; skin ulcers; fever; bronchitis; vomiting; chest pain,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Leprosy,Bacteria,chronic nasal congestion; polycythemia; eye problems; skin lesions; numbness; enlarged nerves; muscle weakness,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Hepatitis C,Virus,loss of appetite; nausea; spirometra; fatigue; bruising easily; joint pain; hookworm; jaundice; abdominal pain,Medium,Hepatitis C virus; Blood contact; Shared needles; Healthcare exposure
Rubella,Virus,joint pain; headache; fever; painful urination; swollen lymph nodes; metabolic alkalosis; rash; runny nose; trichuriasis,Medium,Rubella virus; Airborne transmission; Congenital transmission
Ebola,Virus,hemorrhage; severe headache; fever; diarrhea; congenital heart disease; muscle pain; vomiting; insomnia,High,Ebola virus; Contact with infected body fluids; Animal transmission
Chickenpox,Virus,itching; moniezia; loss of libido; loss of appetite; metabolic acidosis; fever; fatigue; blisters,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Chickenpox,Virus,fever; itching; blisters; loss of appetite; fatigue; rotator cuff tear; rash; hirsutism,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Tuberculosis,Bacteria,fatigue; coughing blood; joint swelling; blood in urine; persistent cough; LCL tear; night sweats; chest pain; weight loss; fever,High,Mycobacterium tuberculosis; Airborne transmission; Close contact with infected person
Fibromyalgia,Disorder,muscle weakness; widespread pain; cryptosporidiosis; fatigue; irritable bowel syndrome; headaches; cognitive difficulties,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
